order_id,order_type,customer_ip,user_agent,merchant_device_id,forter_token_cookie,account_id,account_created,checkout_time,amount,currency,delivery_type,payment_method,card_brand,card_country,cvv_result,avs_full_result,3ds_triggered,customer_email,customer_country,billing_country,shipping_country,used_saved_data,merchant_id,merchant_name,segment,is_fraud
5a8e1222-e85e-4479-9431-dbfd12a69660,WEB,255.88.212.166,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.1),43191702-4088-4ef6-b1f3-3a84c5a032c7,c6787a149681befd1eb25f440cd7e6b5,5114870142,962185346.0,1204002764.0,106.08,GBP,PHYSICAL,CREDIT_CARD,VISA,RU,Y,Y,True,kaylathomas@example.net,GB,GB,US,True,2,Black PLC,1-UK,1
cc59bc33-8709-40e4-9086-8d50e0eca706,WEB,10.111.180.13,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sk-SK) AppleWebKit/535.49.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.49.2",c435436a-2b42-4d05-a518-6d9f46f98188,ba0bddec823feee939baaa165004e3c4,6356143537,1259128413.0,53106764.0,320.87,GBP,PHYSICAL,CREDIT_CARD,VISA,US,N,N,True,courtneypalmer@example.net,GB,GB,DE,True,151,Ramirez-Carpenter,4-EU,1
5f9c6c7c-e9f3-41d5-b248-bdadd4fe80b3,WEB,10.227.203.66,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; km-KH) AppleWebKit/533.32.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6533.32.2",344b2a77-6b4a-4757-a1ee-e0107bb84c0d,9cfce16c2e0c4ca71e980d9892545431,297364216,1400311687.0,616799018.0,99.98,GBP,PHYSICAL,CREDIT_CARD,VISA,CN,Y,Y,True,rodriguezstephanie@example.org,GB,GB,GB,False,384,Torres-Flores,4-EU,1
84fff0cc-9102-4bab-8edf-d5d78790e2aa,WEB,187.70.248.16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/54.0.893.0 Safari/536.0",18204124-3c83-4d88-8bcd-2bbd36d14121,8bb29f34d6439c775bbc4d7ca6b68da2,6836604326,815870160.0,70799314.0,52.6,GBP,PHYSICAL,CREDIT_CARD,VISA,GB,N,Y,True,lisa01@example.com,GB,GB,GB,False,801,"Morgan, Cline and Hall",1-UK,1
ea7391bc-e6eb-405d-bb97-14027d1941a1,WEB,143.51.205.109,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/15.4s3152.0 Mobile/96J519 Safari/533.2",f84982c5-facc-4012-830b-5d2cd0230f9a,2f500b30c106df8b57afa9efa5bb0efe,6711756512,530338265.0,1339348076.0,53.97,GBP,PHYSICAL,CREDIT_CARD,AMEX,RU,,Y,True,jeremiahtorres@example.com,GB,GB,DE,True,742,Dixon-Wolfe,4-EU,1
6379a4c0-3b4d-4e03-9452-dc36cc3384f6,WEB,143.212.11.192,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/50.0.889.0 Safari/533.1",a0ac7063-1be0-4d42-9e7d-cd5272ea9cb0,fa7d242bee839c83c71233991e1719f2,3738507787,621906215.0,284646214.0,458.13,GBP,PHYSICAL,CREDIT_CARD,AMEX,US,N,N,True,ehaynes@example.org,GB,GB,US,True,851,Allison-Harris,5-US,1
b57e713f-8aa4-494e-9ff3-bca097e8fda1,WEB,45.142.132.127,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.40.4 (KHTML, like Gecko) Version/5.1 Safari/533.40.4",87f2de4a-714a-4d97-8fe3-c40e951612e8,1ac3d96fc5fadc7573be5697e6b4f5d8,8322058392,1162563975.0,1440193851.0,434.18,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,GB,,Y,True,tina78@example.net,GB,GB,DE,False,545,Salazar-Becker,4-EU,1
ea9386e6-fdc6-401c-b27a-0e5ce25cffe4,WEB,213.211.234.102,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/57.0.822.0 Safari/534.0",5d38d8ce-cc8b-4f25-8209-fae68dc161b6,64ea8f4811a78f2836c05982d761e4cc,1447804951,1488019797.0,1033344878.0,137.95,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,CN,Y,Y,False,alexander29@example.net,GB,GB,DE,False,459,Mcdonald-Carroll,1-UK,1
e5edf1c2-a6a6-407e-8154-5f0b22348cca,WEB,243.157.132.27,Mozilla/5.0 (Android 12.1; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,e1630160-adff-4a72-99ae-b5af34a9b579,ea980ad1d2af12c5d1ce36ded45ddce8,7160879394,957807430.0,10654367.0,397.81,GBP,PHYSICAL,CREDIT_CARD,AMEX,US,,Y,True,martin93@example.org,GB,GB,GB,True,651,Wells-Martin,4-EU,1
c03a37b3-18b5-4f3e-801c-0d23c7913564,WEB,93.219.149.196,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6 rv:5.0; tig-ER) AppleWebKit/533.16.7 (KHTML, like Gecko) Version/5.1 Safari/533.16.7",147fb1a8-97cc-48f3-b369-ca15d2127e15,ae16c4063b12c60d7ed55ee4ef573ed6,4641284208,428915997.0,1455609708.0,227.65,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,US,,Y,True,smithmary@example.net,GB,GB,GB,True,534,"Morris, Dyer and Mcmahon",5-US,1
88f9d8f7-6f08-40f4-9b8c-12a1d803187f,WEB,150.153.80.54,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_5; rv:1.9.5.20) Gecko/4271-04-14 18:58:58 Firefox/3.6.13,6110b8a0-6d01-4004-9b33-d942c325c592,f0a37c1c840f4e91bbdeee084edffff6,7659280999,426912517.0,839909959.0,391.18,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,RU,N,Y,True,erik76@example.org,GB,GB,DE,True,54,Baldwin and Sons,5-US,1
2ee43111-e08e-4c14-b6ee-add9371214da,WEB,59.124.132.179,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/34.0.886.0 Safari/534.2",ff8d670c-263c-4c13-93d0-c81b4a816876,1d36cfcc00062c9587ccb84e370fcab7,5946916083,34018256.0,1165562421.0,114.04,GBP,PHYSICAL,CREDIT_CARD,VISA,US,N,N,True,tvalencia@example.com,GB,GB,US,False,361,"Barber, Smith and Camacho",1-UK,1
33660ac7-557b-47a3-ad2d-4bc5d4b2e276,WEB,26.72.33.217,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_8; rv:1.9.3.20) Gecko/8047-09-29 12:37:02 Firefox/15.0,00f3bf45-9647-4520-8097-3db8859b4713,838e4824fe54449b23ee818e54df4d01,9734344495,467553182.0,1007585764.0,209.43,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,GB,Y,N,True,yhahn@example.org,GB,GB,DE,False,397,Stevens-Mcdowell,4-EU,1
8ddd83e8-3b2f-4b5e-9145-ba0b8ccc9b78,WEB,254.16.59.89,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/59.0.886.0 Safari/531.1",dd852150-40cb-42e6-b26b-673f11f0a257,29a25e4d5385549a65bc26332ca2ef45,5948340081,1211985138.0,1183476369.0,402.81,GBP,PHYSICAL,CREDIT_CARD,AMEX,GB,,Y,True,lawrence85@example.com,GB,GB,US,False,534,"Mcclure, Rios and Kline",4-EU,1
dc88dcca-2f09-4029-b54b-3cae9d566097,WEB,9.3.83.235,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/33.0.841.0 Safari/536.0",a59a01e3-66c8-48a5-a3a0-b49f14717841,566ce1a96400b95ae1fdb4880252e530,3248714983,1257799280.0,1445608942.0,78.49,GBP,PHYSICAL,CREDIT_CARD,VISA,RU,N,Y,True,mwalsh@example.org,GB,GB,US,True,309,"Ware, Miller and Williams",1-UK,1
c69a2dfd-f22f-441a-b17c-269b28894e5a,WEB,237.200.34.252,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1),9635aa71-47a3-449a-8699-cfdc8c5c5d9d,e7818faed4aa00227e713c4a02bace79,2160728623,682098885.0,201185590.0,28.36,GBP,PHYSICAL,CREDIT_CARD,VISA,RU,N,Y,False,karamartinez@example.com,GB,GB,DE,False,686,Greer-Hines,4-EU,1
57fa9da5-6cc1-498a-a9f1-1c5796922d3d,WEB,187.30.205.108,Opera/8.86.(X11; Linux x86_64; mr-IN) Presto/2.9.176 Version/11.00,3100f7b6-a039-4e27-a628-766130074c3f,be96892420de105537d0bea6b2559b33,250252368,1486785776.0,1489514295.0,258.34,GBP,PHYSICAL,CREDIT_CARD,AMEX,GB,,N,False,lboyd@example.net,GB,GB,GB,False,809,Rodriguez-Martin,4-EU,1
7b1222bf-5756-4bd4-a33b-a995821c2278,WEB,182.139.192.8,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1),5d6fc6c7-e183-4bd0-a5dc-eebb9d0462b1,eee6b51928d63e4f5579d085faa79e9b,4680620207,655412243.0,1222142084.0,333.88,GBP,PHYSICAL,CREDIT_CARD,VISA,GB,N,Y,True,brendanperez@example.net,GB,GB,GB,False,274,Bonilla-Moss,5-US,1
cf035896-5875-4890-973c-c505fe90e398,WEB,133.155.190.221,Mozilla/5.0 (Android 1.5; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0,eb40c0b8-e163-41d2-a30c-70356f43f9f8,b16e6c93669f2bdc11196e167cdef53e,5288960494,1053409035.0,558915337.0,61.54,GBP,PHYSICAL,CREDIT_CARD,VISA,GB,Y,Y,True,joshua89@example.net,GB,GB,DE,True,467,"Williams, Sharp and Williams",1-UK,1
f10c52f8-e970-47ce-bce0-d549c85245a5,WEB,235.242.217.157,"Mozilla/5.0 (Windows 98) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/42.0.840.0 Safari/533.2",0e56ed6e-b126-4556-bafc-fe829bf53f15,3107e1146d32792d06de5c471e6f7e2b,4881933024,1588835395.0,1184170942.0,259.04,GBP,PHYSICAL,CREDIT_CARD,AMEX,US,,Y,True,maria25@example.com,GB,GB,DE,True,928,Montgomery-Gallagher,4-EU,1
17a0e412-a456-496f-a4d0-0e166dfa0e5a,WEB,79.101.132.221,"Mozilla/5.0 (Linux; Android 2.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/19.0.812.0 Safari/536.1",f2971ada-4594-4218-8a84-1d0a59448d12,1c74f80dad4d11f933197ebe3857c9b5,113846002,1709583725.0,1497882927.0,25.52,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,US,,N,True,dominiquehall@example.org,GB,GB,GB,True,112,"Green, Glover and Santiago",1-UK,1
9fa47265-c1ee-4031-8671-9063df9e1b7b,WEB,25.175.161.213,Opera/9.46.(X11; Linux i686; tr-TR) Presto/2.9.162 Version/11.00,a4be09e1-04c2-4fee-aa95-4863f0bb0b80,f3753dec689b7ad6932c3ad5c663a6af,6142805675,1499063525.0,851033187.0,374.48,GBP,PHYSICAL,CREDIT_CARD,VISA,CN,Y,Y,False,karen57@example.net,GB,GB,DE,True,8,"Roth, Dougherty and Mora",5-US,1
793202ed-0fc1-43e5-b78e-9fc1d6646690,WEB,78.50.1.135,Opera/8.68.(Windows NT 6.1; yi-US) Presto/2.9.173 Version/11.00,6fae9391-7fc8-489e-a558-d4e835ffc70c,60bc3fea8b333017b4faf780a17f4184,3538718140,982038941.0,757270089.0,328.55,GBP,PHYSICAL,CREDIT_CARD,AMEX,RU,,Y,True,tbeltran@example.net,GB,GB,DE,False,326,Nicholson and Sons,4-EU,1
1ae51f66-6859-4977-a3f8-1be6608e1ea4,WEB,176.129.220.50,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.15.6 (KHTML, like Gecko) Version/4.0.2 Safari/534.15.6",85204e87-4235-4b56-9de2-70857d5c26f5,3e7db3c929abd4e71d9a2f7a9fdee600,7244297243,692950627.0,1672724369.0,124.9,GBP,PHYSICAL,CREDIT_CARD,AMEX,GB,N,N,True,hillclaire@example.net,GB,GB,DE,False,907,"Gomez, Garcia and Reese",5-US,1
a0555dc1-c276-4b27-8837-143848679325,WEB,206.247.247.204,Opera/8.29.(X11; Linux i686; nn-NO) Presto/2.9.184 Version/12.00,87e9c86b-0063-4d9f-a05b-c9749a01c197,f955ee638fbf9626ca2dfdcda0a1965c,4002670514,1735747886.0,1726675563.0,469.72,GBP,PHYSICAL,CREDIT_CARD,AMEX,CN,Y,Y,True,jordan34@example.org,GB,GB,GB,False,766,Cox-Lowe,5-US,1
ce4c3bbe-115f-40c4-966c-8d7d571f1166,WEB,82.173.45.147,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.1),2c08c58e-0d01-4c2a-8d79-66480d475035,3fa60e56f42bdda1be050b449705079f,5557490635,1682218399.0,1201597931.0,184.86,GBP,PHYSICAL,CREDIT_CARD,AMEX,GB,Y,Y,False,dawn85@example.net,GB,GB,DE,True,585,Davis LLC,1-UK,1
afb91e35-a907-4502-a4c4-5c854d936640,WEB,157.111.217.153,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.1),50f9ac96-3dae-46b6-9e99-21d42b937412,cf3bae502923dd36afe4a625262097ce,8000133480,732177841.0,1370323442.0,495.26,GBP,PHYSICAL,CREDIT_CARD,VISA,RU,,Y,True,brobinson@example.org,GB,GB,DE,False,573,"Friedman, Miller and Martin",5-US,1
daf184a1-9ea9-423b-9b7c-a5ab17aef2ad,WEB,98.62.24.45,Opera/8.40.(Windows NT 10.0; mg-MG) Presto/2.9.188 Version/12.00,1e47e14f-ae3e-43a1-90c0-1aa4a77f651e,b069495aea9ef67719dc74ab7d3883c8,8387656157,1089996232.0,1640614747.0,192.86,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,US,N,N,False,pricemelissa@example.net,GB,GB,DE,False,91,Mason-Becker,4-EU,1
0a584de4-7fc0-4dac-b8a5-b90cdeeca1e5,WEB,101.108.45.27,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6; rv:1.9.2.20) Gecko/8977-04-16 16:11:56 Firefox/6.0,6ed9e8f3-512b-4302-ad58-2291d83003a5,7add98c55dd595bcfacc79a5828d6b30,6001612316,883874782.0,1390217814.0,161.64,GBP,PHYSICAL,CREDIT_CARD,AMEX,CN,N,Y,False,hannahhubbard@example.org,GB,GB,GB,True,392,Davis Inc,1-UK,1
df02671a-cdb5-4f75-b438-7d51cbe0cbf7,WEB,129.128.235.43,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; yi-US) AppleWebKit/531.38.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6531.38.1",466ea9f2-ef81-4379-9031-7e1f62f58a2b,b579f80c5a38a77cf871d5cc648a62fa,8652803594,1582928063.0,1174782263.0,263.48,GBP,PHYSICAL,CREDIT_CARD,VISA,US,,N,True,ryanclark@example.org,GB,GB,GB,True,922,Stewart Group,1-UK,1
a15fcc79-8201-4db8-8463-cef53419192c,WEB,188.0.134.89,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/48.0.894.0 Safari/535.0",a829cb53-d1cd-47cc-a208-9c610dcb9162,c2c51dd1edfbc2e8823b5a8a4a1ff067,6949205826,11834690.0,431345087.0,152.68,GBP,PHYSICAL,CREDIT_CARD,VISA,CN,N,N,False,bullockgary@example.org,GB,GB,US,False,903,Montoya Ltd,1-UK,1
f125099f-bdf2-4c47-b32f-10384636b6a8,WEB,232.212.249.156,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/22.0.845.0 Safari/532.0",027a9335-1c23-483a-b77b-c0677c606ad4,3fd9db7c62bc92382ecfb8c1c9e06207,7836044134,91884620.0,498866288.0,130.98,GBP,PHYSICAL,CREDIT_CARD,AMEX,RU,Y,Y,True,olsonmakayla@example.org,GB,GB,DE,True,534,Davis Inc,5-US,1
b500e0e7-891a-4233-9846-21c167bcbab1,WEB,81.157.94.99,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.0),2e7c6021-67bc-4a54-bef1-566164e52cd1,ce11440d9d4f734374d1b5a340e47b41,901049636,192791130.0,403654666.0,359.57,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,CN,Y,N,True,vfrye@example.org,GB,GB,GB,True,320,"Roberts, Brooks and Reyes",5-US,1
329b02bd-3a9c-4d14-be30-6fe2fcee0290,WEB,80.38.163.36,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/44.0.874.0 Safari/534.0",9ebece00-9169-4cf3-abf9-1d192e401702,f97410c5e256b7e3c78dcc62b048c7aa,606934144,1035912646.0,852953554.0,323.65,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,RU,,N,False,nancyadams@example.com,GB,GB,US,False,771,Kennedy-Walker,4-EU,1
e07b0b46-1e88-4323-9da1-e2c4add074b2,WEB,115.224.55.182,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.0),522c906e-0a37-46f4-915c-8d82c13e9c11,446c48085ba5f40a30735db01f564f02,5998909897,110752001.0,1713736564.0,109.11,GBP,PHYSICAL,CREDIT_CARD,AMEX,CN,N,Y,False,patricianorman@example.com,GB,GB,GB,True,261,"Cooper, Clark and Ingram",5-US,1
47dd069f-434d-46ce-885d-4a7390bc6317,WEB,103.172.73.128,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.1),085128b0-8834-44c8-93f3-1f105e14e70c,bd6dad7469bf98f337ede53a83f2f56b,4278692256,121710875.0,1096542807.0,176.6,GBP,PHYSICAL,CREDIT_CARD,AMEX,RU,N,N,True,richardweiss@example.net,GB,GB,GB,False,905,Soto Inc,1-UK,1
f5a5978b-7ecc-4806-9b22-abbbd1778513,WEB,49.66.178.6,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; om-ET) AppleWebKit/531.31.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.31.1",ad8b85b4-8217-4c94-bb02-1fbe18bf8597,bf17c254e53f1c2ddd9130b49b5bd4fc,3322466207,118941818.0,799745172.0,195.85,GBP,PHYSICAL,CREDIT_CARD,VISA,US,,Y,False,carlaatkinson@example.org,GB,GB,US,False,455,"George, Tate and Meza",4-EU,1
e1263f7e-cc61-44a3-9ee3-366699d8045b,WEB,32.8.56.109,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1),c8d41652-7d1b-4343-bf6c-c0968aab984d,b0af2f9dfe999adfbfd0d56b99973148,820634291,1602428568.0,586889257.0,80.46,GBP,PHYSICAL,CREDIT_CARD,AMEX,RU,N,N,False,monicahanna@example.org,GB,GB,US,True,688,Perez LLC,5-US,1
973fb8a1-4086-49f4-b64b-2fdfe9be4c05,WEB,91.20.125.234,Mozilla/5.0 (Windows NT 4.0; as-IN; rv:1.9.1.20) Gecko/6171-01-07 22:57:39 Firefox/3.8,80e24e28-29fa-4107-b081-685e9246e3a5,6855ff837b5cfb2571867503beb39805,5109943114,1322445737.0,745912604.0,73.44,GBP,PHYSICAL,CREDIT_CARD,VISA,RU,Y,N,True,jessedickerson@example.org,GB,GB,GB,True,352,Glass-Martinez,1-UK,1
34370fef-d6e7-4918-aa8d-5994fff85d7a,WEB,164.41.34.130,Opera/8.34.(X11; Linux x86_64; ast-ES) Presto/2.9.184 Version/11.00,fb7d208b-bd2e-4f0f-8d45-7b4a92ce3fff,f7ff8c15ec81c4334c413c9bfcb60106,1858799927,119378843.0,1226933918.0,478.02,GBP,PHYSICAL,CREDIT_CARD,AMEX,CN,,Y,True,karenreid@example.net,GB,GB,DE,True,560,Matthews-Scott,5-US,1
ea9fe96c-a6bd-4118-9975-4991f0c1e195,WEB,151.204.95.223,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/8067-08-17 13:18:25 Firefox/14.0,0d93f0c5-7c90-4247-85cf-a89ed67c7322,ac0cd048ce8ed142f535b67073caafd6,5797245092,841137979.0,642432977.0,200.92,GBP,PHYSICAL,CREDIT_CARD,AMEX,GB,N,Y,True,sarahblackwell@example.com,GB,GB,GB,False,514,Phillips-Williams,1-UK,1
c4b35b06-4dbe-4853-962a-2d98216f4f00,WEB,212.120.1.82,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/20.0.831.0 Safari/532.2",7692aa9f-dcdd-4dc7-a99d-75668ad026ed,366ffc5555a4dcd1562202ac81ed6c61,9178594558,394232198.0,748779279.0,50.47,GBP,PHYSICAL,CREDIT_CARD,AMEX,US,,Y,True,ecoleman@example.com,GB,GB,DE,False,936,Curry-Saunders,4-EU,1
d7c4e341-9f22-46c3-8e70-d227744a7e90,WEB,224.74.73.92,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6; rv:1.9.4.20) Gecko/7422-11-06 12:57:10 Firefox/3.6.5,dd713508-6f1d-4004-b76e-f80d399ff3aa,6396472fe8c7f5b161a30970e6014d2a,2524039859,375253964.0,211241340.0,14.2,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,CN,,Y,False,teresaberg@example.com,GB,GB,US,True,958,"Wagner, Jackson and Miles",5-US,1
37629462-679f-468b-928c-b332ca21ab5d,WEB,35.37.27.83,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0 rv:4.0; lg-UG) AppleWebKit/533.15.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.15.1",e41b4c59-e267-4ee3-834d-36d9f19a6ecd,df84710938e22848f82b9aafaca112eb,6607627967,464880123.0,710340555.0,291.6,GBP,PHYSICAL,CREDIT_CARD,VISA,CN,Y,Y,True,nicole91@example.org,GB,GB,US,False,721,Petty LLC,5-US,1
