order_id,order_type,customer_ip,user_agent,merchant_device_id,device_session_token,account_id,account_created,checkout_time,amount,currency,delivery_type,payment_method,card_brand,card_country,cvv_result,avs_full_result,3ds_triggered,customer_email,customer_country,billing_country,shipping_country,used_saved_data,merchant_id,merchant_name,region_segment,cart_total_items,browser_language,coupon_used,guest_checkout,shipping_speed,attempts_today,device_type,browser_name,flag_new_high_value_acc,flag_address_mismatch,flag_avs_failed,flag_cvv_failed,flag_odd_hour,flag_rapid_retries,flag_guest_new_device,flag_express_high_value,flag_geo_mismatch,is_fraud
09337b7f-7847-49b0-a5b1-fda70472f3c9,WEB,242.39.208.165,Mozilla/5.0 (Windows 98; Win 9x 4.90; bho-IN; rv:1.9.1.20) Gecko/4772-07-11 15:46:46 Firefox/11.0,83a18661-8a23-432e-8357-c1d35a8bdc72,fbc352c9ace4d59a131aa4579cf3bb5f,6051493390,1722346005,1752003736,15.47,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,GB,N,N,True,phillipsstacie@example.net,GB,GB,GB,True,43,ShopVerse,uk,3,fr-FR,True,True,Next-Day,4,Desktop,Edge,0,0,1,1,0,1,0,0,0,1
0e6a9f40-c3d4-4a8e-a00a-b94bae96f92c,WEB,214.225.99.87,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/60.0.857.0 Safari/535.0",6706ea26-0ca5-46aa-a7ef-2f47fbaf27ce,879e6c5fd33c945e7e921886046a8b4a,4662307781,1718977920,1749929896,493.57,INR,PHYSICAL,CREDIT_CARD,VISA,GB,N,Y,False,taylorsteven@example.net,GB,GB,GB,False,318,ShopVerse,asia,3,fr-FR,False,False,Next-Day,4,Tablet,Chrome,0,0,0,1,0,1,1,1,0,1
39c093e9-2444-4580-9383-6da760b4de8f,WEB,122.147.57.65,Opera/8.34.(Windows 95; hne-IN) Presto/2.9.174 Version/11.00,9b72ec3f-0c27-4c0f-957d-9a5fc6bd33e5,42d7f30b874965dc7ec2dd7b6f2bac8f,428100852,1689174634,1750384216,171.14,INR,PHYSICAL,CREDIT_CARD,AMEX,RU,Y,N,False,sullivandonna@example.net,GB,GB,DE,False,547,ShopVerse,asia,1,fr-FR,False,False,Next-Day,3,Desktop,Edge,0,1,1,0,1,0,1,0,1,1
42d6ce11-b0ad-4f8d-bd05-cbdb0619c984,WEB,152.82.104.205,Mozilla/5.0 (Android 5.1; Mobile; rv:29.0) Gecko/29.0 Firefox/29.0,7dbc0a96-50ba-4a63-a996-4ea255f2c07b,15bec21493c04625ae14b6a1e834c336,6377718312,1749994823,1751090416,356.64,USD,PHYSICAL,CREDIT_CARD,AMEX,GB,N,Y,True,tholmes@example.com,GB,GB,GB,True,84,ShopVerse,us,1,en-US,True,True,Next-Day,3,Desktop,Chrome,1,0,0,1,0,0,0,0,0,1
d815b870-5209-4830-9f85-f345b111cd3b,WEB,246.59.22.177,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3468-05-24 08:15:53 Firefox/7.0,b190d447-254c-4416-92b3-c2851034e3c7,b6096a0aeb59c6020495069a1282f0a7,1007928219,1699350089,1751556196,328.73,USD,PHYSICAL,CREDIT_CARD,MASTERCARD,GB,N,N,True,dharris@example.com,GB,GB,US,True,798,ShopVerse,us,4,de-DE,False,False,Standard,3,Tablet,Edge,0,1,1,1,0,0,1,0,0,1
fdbf2cee-4b1b-4932-8fe7-7316d6818185,WEB,100.169.136.129,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ja-JP) AppleWebKit/534.45.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.45.7",156dbca6-82d3-443f-99d9-7dd1782f88cd,409c4e2f553e40911885b5228056db6e,4920151274,1708500814,1751796856,90.39,GBP,PHYSICAL,CREDIT_CARD,MASTERCARD,GB,,N,True,ccrosby@example.org,GB,GB,GB,False,965,ShopVerse,uk,2,de-DE,True,True,Express,2,Tablet,Safari,0,0,1,0,0,0,1,0,0,1
b6201701-7f47-49ca-8b27-1b4f8631b7d2,WEB,81.209.83.1,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; yi-US) AppleWebKit/532.46.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.46.1",bb6f31b8-bb2d-4b41-a3bf-0f5ac231a5de,f40c04f1371b95109384081fe7962459,2886799154,1745635548,1749751576,171.09,USD,PHYSICAL,CREDIT_CARD,AMEX,RU,N,Y,True,gabrielwalter@example.net,GB,GB,DE,False,745,ShopVerse,us,5,de-DE,False,False,Next-Day,6,Desktop,Firefox,0,1,0,1,0,1,1,0,1,1
e7d7c0d6-4a76-45c5-8603-1fd4ca1aab89,WEB,210.144.176.146,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.0),eec7cf10-ecf7-4183-8329-c2d1e0448e66,5af063b1139149356732f6e2015613b4,6354462230,1721639983,1751389036,270.42,INR,PHYSICAL,CREDIT_CARD,VISA,GB,Y,N,False,qwise@example.com,GB,GB,DE,True,691,ShopVerse,asia,5,fr-FR,False,False,Standard,1,Desktop,Chrome,0,1,1,0,0,0,0,0,0,1
85a762a5-e5f2-4666-b44a-b69afc251a5e,WEB,255.29.10.249,"Mozilla/5.0 (Linux; Android 4.3.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/59.0.891.0 Safari/531.2",ae1a6dfd-bccf-4fd4-a633-86b3a224f2bb,07e5f21ef7cd68a645f3b026d8bb2511,3222494100,1751358523,1751219056,272.8,USD,PHYSICAL,CREDIT_CARD,AMEX,RU,N,N,False,sara76@example.com,GB,GB,DE,True,454,ShopVerse,us,3,fr-FR,True,True,Express,4,Mobile,Firefox,0,1,1,1,0,1,0,0,1,1
a2b39df6-dce8-4f09-abd2-e49344baa16b,WEB,162.226.174.172,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),f6d7d233-a037-48e3-bdab-ebe72be2687c,72158b7146ca03906e3567d3b27d5f14,7831598233,1714991208,1751788336,400.59,GBP,PHYSICAL,CREDIT_CARD,AMEX,RU,,N,False,kimberlybartlett@example.com,GB,GB,GB,False,251,ShopVerse,uk,4,de-DE,True,False,Standard,4,Desktop,Firefox,0,0,1,0,0,1,0,0,1,1
ebd9f60f-ef46-4113-ac70-b37fec365454,WEB,200.66.102.204,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/5.1),54b2a57a-6b09-40ca-b13d-a121a08a986f,dd959666ccfbd5e87941972ee1f0e60a,5843347676,1706748320,1750331176,235.04,CNY,PHYSICAL,CREDIT_CARD,MASTERCARD,RU,,Y,True,jamiemiller@example.org,GB,GB,DE,True,576,ShopVerse,asia,1,de-DE,False,False,Next-Day,1,Tablet,Firefox,0,1,0,0,0,0,0,0,1,1
b47956ce-2ee1-4486-9e4a-d632edd842c3,WEB,68.253.15.143,Opera/9.65.(X11; Linux i686; gl-ES) Presto/2.9.173 Version/11.00,a6b636c4-8f11-4468-bd5c-9d4b9b147044,9681149964900103ae4623182a425e03,852330865,1713442165,1750045336,453.32,USD,PHYSICAL,CREDIT_CARD,AMEX,RU,Y,Y,True,ymccormick@example.org,GB,GB,DE,False,257,ShopVerse,us,3,fr-FR,False,False,Next-Day,2,Desktop,Safari,0,1,0,0,0,0,1,1,1,1
30ea62d0-3cd5-4a81-a27b-7003ecfaecae,WEB,19.180.95.102,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9; rv:1.9.3.20) Gecko/4784-04-15 13:12:39 Firefox/11.0,982b55a4-9f92-4ab6-aa6c-b1bcd2dd34d3,8378f897a79a07b901b76e23917a97f7,8881425026,1701450215,1751577976,321.46,USD,PHYSICAL,CREDIT_CARD,AMEX,CN,,Y,True,jonathan25@example.net,GB,GB,US,True,299,ShopVerse,us,2,fr-FR,False,True,Standard,3,Desktop,Firefox,0,1,0,0,0,0,0,1,1,1
66982f5f-73e1-45b9-923d-d928dc3d869d,WEB,225.47.134.97,"Mozilla/5.0 (Linux; Android 3.2.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/16.0.848.0 Safari/534.1",ff4983f1-6f2b-45cf-b219-0aa4359dc727,fa9256727a9022173b8678a73c5981b2,1419980792,1746518490,1751673736,16.98,EUR,PHYSICAL,CREDIT_CARD,AMEX,US,,N,True,cclark@example.com,GB,GB,US,False,517,ShopVerse,eu,3,en-US,True,True,Standard,1,Desktop,Edge,0,1,1,0,1,0,1,0,1,1
2f53e404-8ebf-4380-b3da-8582faa494c1,WEB,199.216.254.31,Mozilla/5.0 (Windows NT 5.01; cmn-TW; rv:1.9.1.20) Gecko/6843-05-21 03:59:09 Firefox/3.8,e8565d3c-5a71-4345-88df-230da8178d26,942b87e98d8cdc845ca80373ebca4774,7771849280,1751709276,1751367796,193.48,USD,PHYSICAL,CREDIT_CARD,AMEX,RU,,Y,True,daniel87@example.com,GB,GB,US,True,579,ShopVerse,us,2,en-GB,False,False,Standard,3,Desktop,Edge,0,1,0,0,0,0,0,0,1,1
7ee6fb5a-c294-457b-9b3d-b52ba05b8b37,WEB,8.247.226.112,Mozilla/5.0 (Android 4.0.4; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,526f8d5b-185c-4d8e-8f49-917d72a1da7f,3acb568d80a34d5e455056443ab63197,778966359,1691864563,1749824716,379.23,USD,PHYSICAL,CREDIT_CARD,AMEX,RU,N,Y,True,nsingh@example.org,GB,GB,DE,False,146,ShopVerse,us,4,de-DE,True,False,Next-Day,1,Desktop,Firefox,0,1,0,1,0,0,1,1,1,1
bf394a29-ba0f-44cc-a567-c0f0858d48ac,WEB,12.21.83.24,Opera/8.53.(Windows 98; Win 9x 4.90; nds-NL) Presto/2.9.165 Version/12.00,75c2c0c3-6f29-453a-b3d6-3570a839283d,6fc65c987899d5bccbf18f57c0438a16,8073734734,1723166250,1750904056,362.37,EUR,PHYSICAL,CREDIT_CARD,MASTERCARD,CN,,Y,True,darlene87@example.com,GB,GB,GB,False,426,ShopVerse,eu,5,de-DE,False,True,Express,4,Desktop,Firefox,0,0,0,0,1,1,1,1,1,1
46bde07c-d278-49a0-9663-8e42a7170ce2,WEB,7.177.115.24,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.0),2fc444da-842a-49df-ac4f-9838408d9ebe,407404c45be58b63b9e215578ae5ae01,1622482115,1714944399,1751253616,215.75,USD,PHYSICAL,CREDIT_CARD,AMEX,GB,N,Y,True,xdunn@example.com,GB,GB,GB,True,684,ShopVerse,us,4,en-GB,True,False,Standard,1,Tablet,Chrome,0,0,0,1,0,0,0,0,0,1
ff9b7558-d2ed-4b39-ace4-5a4a579aa42b,WEB,185.178.142.59,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; gd-GB) AppleWebKit/531.14.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.14.4",61660432-d8b4-4c9b-a4aa-897d6efa11a7,39ae7e2c4713bd8cbad31e4c77e6622e,3018254086,1735955630,1750375516,179.33,GBP,PHYSICAL,CREDIT_CARD,AMEX,GB,Y,N,True,gregorycurtis@example.org,GB,GB,US,False,443,ShopVerse,uk,4,en-GB,True,False,Next-Day,4,Desktop,Firefox,0,1,1,0,1,1,0,0,0,1
cde477c5-9dfb-40a6-950e-63e5a8f9a751,WEB,212.123.4.163,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; mg-MG) AppleWebKit/532.27.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6532.27.2",7961d1bc-8075-4439-b287-277bac461673,287dab1b2d36993e8c65c24a4536a2ea,9315328315,1728731924,1750898056,89.34,GBP,PHYSICAL,CREDIT_CARD,AMEX,US,,N,True,alexandra36@example.net,GB,GB,DE,True,430,ShopVerse,uk,4,fr-FR,False,True,Next-Day,5,Desktop,Chrome,0,1,1,0,1,1,1,0,1,1
970f2411-c28c-4e73-be4e-3f5c2b77dcbb,WEB,142.120.153.125,Opera/9.10.(X11; Linux x86_64; mni-IN) Presto/2.9.163 Version/10.00,59730b29-44f5-486f-b02f-68a1dedfea07,311fbdf6135edc0f53aa711a501fb546,1015613606,1693236358,1749922816,11.0,USD,PHYSICAL,CREDIT_CARD,AMEX,RU,Y,N,True,sharonstephens@example.org,GB,GB,GB,False,363,ShopVerse,us,4,de-DE,False,True,Next-Day,5,Mobile,Chrome,0,0,1,0,0,1,1,0,1,1
ab76abcf-360d-4e9c-85fe-7bb24d234a6a,WEB,188.72.15.230,Opera/9.49.(X11; Linux x86_64; unm-US) Presto/2.9.183 Version/10.00,a7558880-f0fc-483d-81aa-9fa64c989b07,69cdc23f7bcd36905764bc7eb8feafaa,3803160851,1715701826,1750002796,468.88,USD,PHYSICAL,CREDIT_CARD,AMEX,RU,Y,N,False,rebeccamcgee@example.com,GB,GB,US,False,806,ShopVerse,us,3,de-DE,False,True,Standard,6,Tablet,Edge,0,1,1,0,0,1,0,1,1,1
5906f481-a205-4e78-9684-418e51d73ce1,WEB,48.82.222.48,Opera/8.60.(Windows NT 6.2; es-VE) Presto/2.9.186 Version/12.00,1172d029-0d1e-4779-8d65-11004e6ecdb7,09387dcab45904bfc95176902a7b836b,4401234117,1708507813,1750444276,405.5,GBP,PHYSICAL,CREDIT_CARD,VISA,RU,Y,Y,False,james79@example.net,GB,GB,GB,False,844,ShopVerse,uk,1,en-US,False,True,Express,4,Desktop,Firefox,0,0,0,0,0,1,1,0,1,1
eeb965d0-d2e4-45b1-a893-2955cf0ec2e6,WEB,141.166.203.240,Opera/8.44.(Windows NT 5.2; lzh-TW) Presto/2.9.170 Version/10.00,bb626bae-0c4d-4765-8bd4-b6f5a9822b33,221ec48329a6d9147f899238c38eeaff,1242848972,1697823277,1749720016,35.93,USD,PHYSICAL,CREDIT_CARD,MASTERCARD,RU,N,N,False,jimmy67@example.org,GB,GB,DE,False,785,ShopVerse,us,1,fr-FR,False,False,Next-Day,2,Mobile,Safari,0,1,1,1,0,0,1,0,1,1
432e58f5-a367-4e84-8226-bcaa8a94db9d,WEB,101.85.164.127,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/16.7e6921.0 Mobile/52X177 Safari/531.2",3475ab90-4552-413c-a549-7aaaf2ce3deb,bde1ac8200ceb0aebf73676ab3177288,9501784565,1694024679,1750218736,35.77,EUR,PHYSICAL,CREDIT_CARD,AMEX,RU,Y,N,True,lhicks@example.net,GB,GB,GB,True,614,ShopVerse,eu,1,en-GB,False,False,Standard,4,Desktop,Safari,0,0,1,0,0,1,0,0,1,1
3d4ce082-98a0-4331-9ce8-c5d3aa56ccb9,WEB,251.12.178.204,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2; rv:1.9.6.20) Gecko/8790-12-21 20:44:56 Firefox/3.8,4377d1f9-34f2-4cd4-b269-128e1a101e9e,57c5d1a41581080b7f9b5e09a1c0017d,7559978998,1690285961,1751988856,359.02,EUR,PHYSICAL,CREDIT_CARD,MASTERCARD,CN,Y,Y,True,watsonkelli@example.net,GB,GB,GB,False,342,ShopVerse,eu,1,en-US,True,True,Standard,3,Tablet,Safari,0,0,0,0,0,0,1,1,1,1
a2831a04-ac91-4ce5-bf22-6e998d72f7e7,WEB,65.50.128.147,Opera/8.44.(X11; Linux x86_64; lo-LA) Presto/2.9.166 Version/11.00,0be77376-3cd7-4c3f-aaa8-c9de5df5ca31,b6edefa17cb53143a89b058f9ee2c6c2,3603782423,1735284889,1751697256,65.97,USD,PHYSICAL,CREDIT_CARD,MASTERCARD,RU,,N,True,tiffanyrios@example.net,GB,GB,DE,False,496,ShopVerse,us,2,en-US,True,False,Express,2,Tablet,Firefox,0,1,1,0,0,0,0,0,1,1
e9b67f4b-b07c-4745-a0cb-1dbff1da4a2d,WEB,232.79.182.187,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),5b213442-6dca-452f-ae98-4c6469ecfd5a,f60d3d17300042c9061654e19f9b4cb3,6466931196,1690621522,1751303236,97.59,USD,PHYSICAL,CREDIT_CARD,VISA,US,N,Y,True,pamelasanchez@example.org,GB,GB,US,False,583,ShopVerse,us,2,fr-FR,False,False,Express,5,Mobile,Chrome,0,1,0,1,0,1,1,0,1,1
80e95efb-f2ff-4e53-b4c7-8ed3fab40109,WEB,113.62.218.77,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/53.0.867.0 Mobile/92V217 Safari/536.0",f72500f7-d6e9-4157-bf35-e2647cd8af44,b1d7ba78fef0ba390d707ce46ddcf6da,4435532709,1732379831,1750561336,392.0,GBP,PHYSICAL,CREDIT_CARD,AMEX,CN,Y,Y,True,smithpaula@example.net,GB,GB,GB,True,896,ShopVerse,uk,1,de-DE,False,True,Standard,2,Tablet,Chrome,0,0,0,0,0,0,0,1,1,1
d79da01e-7c56-4eff-be47-4c51b75531c6,WEB,116.11.57.125,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/51.0.871.0 Safari/535.0",b433d38a-c632-436d-a5aa-ef1136f806a5,30c297456a0052b94f10c93542eea57c,8431274166,1749408369,1751754496,233.61,EUR,PHYSICAL,CREDIT_CARD,VISA,US,Y,N,False,zacharywang@example.com,GB,GB,DE,True,958,ShopVerse,eu,5,fr-FR,False,False,Next-Day,3,Desktop,Firefox,0,1,1,0,1,0,1,0,1,1
cbc913b4-af94-4677-8602-5b47d92de392,WEB,115.49.150.119,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.1),bf76cc54-1506-468a-a1d8-187317a38da5,ef16605801a0c5c3e4d2758f56d4f7f5,8850048736,1736860933,1750256296,336.78,EUR,PHYSICAL,CREDIT_CARD,AMEX,RU,N,N,True,ericmarquez@example.org,GB,GB,US,False,208,ShopVerse,eu,1,de-DE,False,True,Express,6,Mobile,Chrome,0,1,1,1,0,1,0,1,1,1
